Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
761,10643072,"Nabin Oli","2024-01-08 13:51:50",0.12728,3,nabinoli2004
762,11399392,"Jingqi Pan","2023-12-18 15:30:20",0.12728,1,jingqipan
763,11449920,MartinaAlvarez_UGR_IN,"2024-01-06 11:28:46",0.12732,33,martinaalvarezugrin
764,11394921,"Daniel R. Yildirim","2023-12-15 15:19:53",0.12732,13,danielryildirim
765,11039119,"GROUP 4 - UHASSELT 2023","2023-12-15 20:46:24",0.12732,23,"aaryankaushik,engierakipi,mohammadsazegar,recepyldrm"
766,11369108,lfkjasfjlasd,"2023-12-09 06:21:20",0.12732,1,lfkjasfjlasd
767,11456933,TeresaCabreraDM_UGR_IN,"2024-01-03 11:22:25",0.12733,12,teresacabreradmugrin
768,11468375,JavierGomez_UGR_IN,"2024-01-07 16:11:08",0.12734,18,javigomgar
769,11423618,Sowo2221,"2023-12-21 03:25:07",0.12736,1,sowo2221
770,11356243,Gureev_1371,"2023-12-06 16:05:24",0.12736,4,gureev1371
771,11481076,"Young Reason","2024-01-07 08:29:30",0.12737,3,youngreason
772,11334767,Nik_Kupr_1,"2023-12-02 15:24:43",0.12739,1,nikkupr1
773,11421679,"Lazar Ilić","2023-12-25 20:11:49",0.12740,10,zola19
774,11256577,"Thomas Ma","2023-11-29 02:25:21",0.12741,4,quantingma
775,11534905,"Zhi Chao Cheng","2024-01-25 13:04:45",0.12741,6,zhichaocheng
776,11411146,Happ1t,"2023-12-18 16:18:27",0.12745,1,happ1t
777,11393483,AskDNA,"2023-12-15 12:45:24",0.12750,1,askdna
778,11424647,"Nikita Yakubovskiy","2023-12-22 12:12:01",0.12750,11,yani464
779,11245234,"Soumya #3","2023-12-04 22:48:45",0.12752,1,soumyanayak345
780,11442356,CristobalJimenez_UGR_IN,"2024-01-07 16:53:49",0.12754,13,cristbaljimnezlvarez
781,11303094,zhoulong1101,"2023-12-19 07:02:57",0.12761,5,zhoulong1101
782,11497880,WDYLuis,"2024-01-15 02:05:57",0.12761,11,wdyluis
783,11407765,"Justin Ong","2023-12-26 09:50:22",0.12761,6,justinong1368
784,11374607,"Kim Woojung2","2023-12-10 05:49:17",0.12763,1,kimwoojung2
785,11381535,"KIKI 41722","2023-12-20 22:28:05",0.12763,2,leeyuri417
786,6596681,hslee74,"2024-01-05 04:38:57",0.12763,1,hslee74
787,11489626,Roschild.Rui,"2024-01-09 13:33:19",0.12763,1,roschildrui
788,11372707,NickDiukov,"2023-12-09 19:06:05",0.12764,10,nickdiukov
789,11409178,xjs0119,"2023-12-19 07:30:21",0.12764,20,xjs0119
790,11225735,"Федор Вотяков","2023-12-18 13:04:32",0.12766,3,s1lencef
791,11537568,"Zhenyu01 Xu","2024-01-25 02:27:12",0.12766,45,zhenyu01xu
792,11447628,"James Lim","2024-01-11 06:04:16",0.12769,33,jimjh0
793,11343499,"Yomi Denzel du pauvre","2023-12-19 14:22:29",0.12769,2,yomidenzeldupauvre
794,11353559,"Alina Glaubitz","2023-12-08 17:50:02",0.12770,4,alinagdartmouth
795,11453463,SciFiThief,"2024-01-06 01:43:04",0.12770,8,scifithief
796,11419463,QRSN_666,"2023-12-22 02:44:36",0.12772,1,qrsn666
797,11416280,RafaelLuque_UGR_IN,"2024-01-03 10:38:06",0.12774,17,rafaelluqueugrin
798,11406658,"Elina Dyadkina","2023-12-17 15:42:39",0.12776,2,elinadyadkina
799,11409811,HiggsRai,"2023-12-18 10:27:50",0.12776,1,higgsrai
800,11410743,ArkhamD,"2023-12-18 15:09:53",0.12776,2,arkhamd
801,11410715,"Gleb Solyanik","2023-12-18 14:59:07",0.12776,2,glebsolyanik
802,11411035,irishka200321,"2023-12-22 19:25:18",0.12776,3,irishka200321
803,11298486,chuang23,"2023-11-29 05:47:24",0.12777,15,chuang23
804,7986836,ccrowley,"2024-01-09 16:34:54",0.12778,13,connorjcrowley
805,11512410,"Charles Laurioz","2024-01-17 16:49:26",0.12780,11,charleslaurioz
806,11496770,Mahmoud51,"2024-01-12 08:27:10",0.12785,3,mahmoud51
807,5105926,"Yasushi satoh","2024-01-20 04:07:51",0.12791,2,yasushisatoh
808,11196725,Sloweat,"2023-12-04 08:12:02",0.12792,20,sloweat
809,11437294,johnxanadu,"2023-12-25 07:13:36",0.12795,3,johnxanadu
810,11534082,RuiyangL1,"2024-01-20 08:57:23",0.12796,3,ruiyangl1
811,11338283,mirickl,"2023-12-28 15:12:31",0.12796,12,mirickl
812,11425675,JuanBarea_UGR_IN,"2024-01-02 11:39:05",0.12797,13,juanbarearojo
813,11400160,"Федор Корольков","2023-12-15 15:44:11",0.12800,1,shorka
814,11506747,"Amir Usmanov","2024-01-19 19:52:28",0.12800,2,amirusmanov
815,8909242,"Ivan Radivojevic","2023-12-29 22:15:21",0.12805,9,ivchaa
816,10325175,"Nadav Gerner","2023-11-30 05:14:38",0.12805,5,nadavgerner
817,371113,"Jared Snyder","2023-12-14 03:46:33",0.12808,7,jaredss
818,11520217,"Alex Papag","2024-01-18 20:56:40",0.12808,11,alexpapag
819,11511523,CJ@1083,"2024-01-15 08:56:59",0.12808,3,cj1083
820,11503838,"Vispi Karkaria","2024-01-12 20:58:34",0.12809,7,vispikarkaria
821,7962682,"jacob rho","2023-12-23 00:15:13",0.12809,3,jacobrho
822,11502393,faruto33,"2024-01-15 10:09:00",0.12811,21,faruto33
823,11008289,"nagoya B","2023-11-28 14:12:55",0.12811,1,nagoyab
824,9752135,"SWARAJ VERMA","2023-12-13 15:11:09",0.12811,1,skv1436
825,11450301,"Evgenii Kulik","2023-12-28 23:33:07",0.12812,1,evgeniikulik
826,11502304,"Natasha Parisella","2024-01-13 08:53:57",0.12813,11,incepteddev
827,10537228,"Jonathan Yang","2023-12-31 14:11:48",0.12813,9,jonathanny
828,11376750,KK_coders,"2023-12-17 15:04:35",0.12817,27,"himathsamrakoon,ovindua,saaisyvendra,shaveensilva"
829,11380765,"Machine #2","2023-12-18 19:18:49",0.12818,4,machinebambesnikov
830,11497262,"Wang Minmin","2024-01-11 15:52:26",0.12818,2,wangminmin
831,11453822,"John #43","2023-12-31 05:34:36",0.12818,2,ivanti
832,11303036,"Ankit Tayal","2023-12-02 17:59:52",0.12819,1,ankittayal
833,10778702,cuneyterem8,"2024-01-24 09:32:38",0.12820,1,cuneyterem8
834,11305707,"Ryan Coombs","2023-11-28 19:13:25",0.12820,20,ryancoombs17
835,10065162,Elena_Kuticsheva,"2024-01-13 15:50:26",0.12824,1,elenakuticsheva
836,10830325,"Anar Dashdamirli","2023-12-01 20:49:03",0.12825,10,anardashdamirli
837,11358220,DamirKrasilnikov,"2023-12-08 00:16:08",0.12825,1,damirkrasilnikov
838,11452465,"Joep van Dam","2024-01-04 16:53:02",0.12825,12,joepvandam
839,11228490,Lun0917,"2024-01-04 14:42:49",0.12827,1,lun312511058
840,11214704,"VEDANT BHAVSAR 2712","2023-12-07 16:31:30",0.12828,32,vedantbhavsar2712
841,11357606,"Eren GEMİCİ","2023-12-06 15:18:22",0.12829,3,erengemc
842,11060479,aimgw1995,"2023-11-30 16:18:24",0.12836,4,aimgw1995
843,11453367,JavierGranados_UGR_IN,"2023-12-31 18:13:00",0.12837,5,javiergranadoslpez
844,11439102,EduSanchez_UGR_IN,"2024-01-07 21:57:14",0.12838,30,edusanchezugrin
845,11413826,xisang,"2023-12-27 13:21:50",0.12839,10,xisang
846,11439711,prisem,"2023-12-26 14:14:58",0.12841,3,prisem
847,11414896,qianyiluoyu,"2023-12-28 03:17:28",0.12844,12,qianyiluoyu
848,11407095,TimofeiK,"2023-12-17 20:17:36",0.12851,1,timofeik
849,11410483,"Dmitry Bogatov","2023-12-18 13:57:43",0.12851,2,dmitrybogatov
850,11410398,Gor_mag,"2023-12-18 14:46:37",0.12851,3,gormag
851,11425153,"Ильдар #2","2023-12-21 10:02:54",0.12851,1,ildaro4ka
852,11220149,"Saliha Rana Uzun","2024-01-02 18:57:24",0.12853,2,saliharanauzun
853,11480737,RalphRecto,"2024-01-08 00:49:11",0.12854,5,ralphjjrecto
854,9981369,kkbgm529,"2023-12-13 09:24:39",0.12857,10,kkbgm529
855,11242573,"Michael Panighetti","2023-11-29 17:51:19",0.12858,1,michaelpanighetti
856,11309936,"Alexander Goncharov","2023-11-27 17:21:31",0.12861,1,alexandergoncharov00
857,11311819,"HSU Albert","2023-11-28 05:19:49",0.12861,1,hsualbert
858,11314506,Hiro328,"2023-11-28 14:40:52",0.12861,1,hiroyukihara0204
859,11344851,"Andre Lopes","2023-12-05 14:54:40",0.12861,1,betternotsay
860,11343100,"Artem Nech_71","2023-12-06 11:09:49",0.12861,2,artemnech71
861,11362939,"Dipak Kumar Das","2023-12-07 12:39:29",0.12861,1,dasd23
862,11359952,"Gianluca Brero","2023-12-07 17:28:05",0.12861,1,gianlucabrero
863,11361516,Divedeep,"2023-12-08 04:54:58",0.12861,1,hamzadeh
864,11229938,"Angelica Kao","2023-12-10 06:16:37",0.12861,1,angelicakao
865,11380306,"Dmitriy Mikhaylov","2023-12-17 15:00:57",0.12861,2,dmitriymikhaylov
866,11387696,"Busayo Samuel","2023-12-13 10:41:17",0.12861,1,busayosamuel
867,11074311,HeZheng233,"2023-12-18 14:43:33",0.12861,2,hezheng233
868,11420035,"Nauman Rasheed","2023-12-20 11:15:30",0.12861,1,naumanrasheed
869,11214078,"Waleed Afify","2023-12-21 11:49:47",0.12861,1,waleedafify
870,11436204,"Angel Osmar","2023-12-24 19:23:48",0.12861,1,angelosmar
871,11450718,"Nishant Barma","2023-12-29 05:51:24",0.12861,1,nishant712
872,11469775,"Marcos Souza","2024-01-04 05:48:12",0.12861,1,azuos01
873,9719383,"Nikita Rogers","2024-01-08 03:04:05",0.12861,1,nikitarogers
874,11483956,yukijapanese,"2024-01-08 07:16:11",0.12861,1,yukijapanese
875,11487950,"Kun Wang","2024-01-09 13:43:52",0.12861,1,kuhnpku
876,11496801,ruggi,"2024-01-11 06:37:32",0.12861,1,diegoruggi
877,10929968,"Arshia Naaz","2024-01-11 12:04:29",0.12861,1,arshianaaz
878,11482250,"Christos Savvidis","2024-01-11 21:48:07",0.12861,2,christossavvidis
879,11483730,"Carlos Cuenca","2024-01-11 18:55:21",0.12861,1,carloscuenca42
880,11501512,"Dhruv Tibarewal","2024-01-12 03:57:46",0.12861,1,dhruvtibarewal
881,11517522,"Miguel Calvo Orio","2024-01-16 16:08:12",0.12861,1,miguelcalvoorio
882,11528581,Akira1707,"2024-01-19 14:15:33",0.12861,1,trinhthithuhoai
883,11535774,"James Buckley","2024-01-20 14:50:03",0.12861,1,jamesbuckley26572
884,11546058,"Airon Kim","2024-01-23 01:10:29",0.12861,1,aironkim
885,11324646,"Anurag Negi","2023-11-30 19:01:45",0.12861,9,anurag150391
886,11371864,"Darya #3","2023-12-09 10:51:12",0.12863,1,daryamalieva
887,1834770,toshimelonhead,"2024-01-11 22:20:15",0.12863,2,toshimelonhead
888,11308031,singhun,"2023-11-27 11:53:01",0.12869,1,singhun
889,11229598,"Ogunsola Idris","2024-01-16 14:13:04",0.12870,7,innerpeace0001
890,11424713,Pipeweed,"2024-01-21 16:12:27",0.12873,18,pipeweed56
891,10914925,USC20210651521,"2023-11-28 14:35:50",0.12873,4,usc20210651521
892,9307220,"qinmei peng","2023-12-14 08:30:34",0.12874,20,qinmeipeng
893,9170479,"Takashi Yamaguchi #2","2023-12-10 08:28:44",0.12878,1,takashiyamaguchi2
894,11425530,"Roger Shen","2024-01-10 19:38:08",0.12878,14,hcshen916
895,6478471,"Tushar Kolekar","2023-12-10 07:17:28",0.12879,7,tusharkolekar
896,10928255,yechan3,"2023-12-01 13:35:55",0.12881,3,guebinchoi
897,11372667,kimhsooo,"2023-12-19 14:11:39",0.12881,2,kimhsooo
898,11488008,"Gowsikan Perinparajah","2024-01-20 02:49:20",0.12883,3,"adpurkayastha,ananjave,gowsikanperinparajah,hamzahqadeer"
899,11517488,kot4ro,"2024-01-24 12:46:21",0.12885,9,kot4ro
900,11194917,eu,"2024-01-22 06:29:33",0.12885,43,errrri
901,11506557,"Ильдар Ахметов","2024-01-22 12:35:34",0.12888,3,ildarakhm
902,11304547,"Vladislove Nabiullin","2023-11-26 16:57:13",0.12889,1,katanych
903,11324783,"Philipp Trinh","2023-11-30 15:12:10",0.12889,4,philipptrinh
904,11535921,"Vansh Batra","2024-01-21 11:00:32",0.12889,8,vanshbatra10
905,11305545,chriswolff03,"2023-11-28 19:48:47",0.12893,6,chriswolff03
906,11494822,"Endrit Mustafa","2024-01-23 21:15:48",0.12894,14,endritmustafa
907,11089044,FigurexuYang,"2023-12-29 16:10:29",0.12894,9,figurexuyang
908,11317668,RiyaSundeepKeswani,"2023-11-29 03:23:18",0.12895,7,riyasundeepkeswani
909,11395062,LeonCorbacho_UGR_IN,"2024-01-07 17:54:23",0.12898,17,leoncorbachougrin
910,11425849,PabloMinan_UGR_IN,"2024-01-06 15:22:30",0.12902,23,pablominanugrin
911,11365255,"Jacob Stys","2023-12-10 00:32:49",0.12903,11,jacobstys
912,11443029,AmulyaT29,"2024-01-11 05:36:10",0.12906,4,amulyat29
913,9752102,yadonnn,"2023-11-30 16:09:09",0.12907,2,yadonnn
914,11386460,"Timur Çağrı Bekdemir","2024-01-07 11:12:21",0.12909,3,timurarbekdemir
915,10798545,SashaVonCooper,"2024-01-16 15:39:32",0.12909,1,sashavoncooper
916,11399702,jjyun98,"2023-12-15 13:29:38",0.12909,1,jjyun98
917,11488478,"Yueheng Huang","2024-01-09 09:17:37",0.12909,3,yuehenghuang
918,11332606,cjlworld,"2023-12-06 00:58:27",0.12909,13,cjlworld
919,11320203,"Christophe Hu","2023-12-06 13:40:59",0.12910,3,christophehu
920,11087819,"Luca Begatti","2023-12-29 10:12:41",0.12911,4,lucabegatti
921,11347433,"Clinton Ma","2023-12-05 00:56:23",0.12912,10,clintonma
922,11472681,FranciscoGarcia_UGR_IN,"2024-01-07 18:06:11",0.12912,11,franciscogarciaugrin
923,11370838,TXX7350,"2023-12-09 05:02:38",0.12912,2,txx7350
924,11336075,"s. Dolla","2023-12-04 01:46:16",0.12913,30,sdolla
925,11327017,SaiVaddavalli,"2023-12-05 02:43:16",0.12913,27,saivaddavalli
926,11314936,NotNilc1,"2023-12-05 00:20:38",0.12913,23,notnilc1
927,11442315,Akimi,"2023-12-26 17:32:29",0.12913,1,akimister
928,11350801,"Lewis Krystia","2024-01-08 12:56:45",0.12913,10,lewiskrystia
929,564125,glebmikh,"2024-01-13 15:14:13",0.12915,1,glebmikh
930,11336192,redstreak,"2023-12-04 02:00:30",0.12917,16,redstreak
931,10441152,"Chris Shine","2024-01-16 09:33:14",0.12919,1,cshine612
932,10284556,bal-bustudent12,"2023-12-15 01:53:29",0.12919,47,brodiecairns
933,11330333,kathars1ss,"2024-01-11 07:50:59",0.12921,6,kathars1ss
934,11350363,MichaelPhosphor,"2023-12-05 14:49:27",0.12921,3,michaelphosphor
935,11347601,MaRuiming1122,"2023-12-05 02:24:01",0.12922,10,maruiming1122
936,11219499,"Michael B. Hatley","2023-11-30 03:13:25",0.12922,15,michaelbhatley
937,11238231,amfdqq,"2023-12-01 20:04:36",0.12922,5,amfdqq
938,11322616,"Kentaro Ueki","2023-12-25 09:43:14",0.12923,25,kentaroueki
939,11305822,lemyulk,"2023-11-28 12:22:11",0.12924,1,"kongzipatzi,lemyulk"
940,11301451,"Sergio Rojas 17","2023-11-27 20:30:01",0.12925,4,sergiorojas17
941,11269835,enw5,"2023-11-28 18:21:03",0.12925,11,enw5rice
942,11350077,"York Yong","2023-12-29 11:17:34",0.12925,1,yorkyong
943,11095436,doge777,"2023-12-26 07:38:02",0.12925,1,doge777
944,11446026,NestorMartinez_UGR_IN,"2024-01-01 20:38:29",0.12928,22,nestorms9
945,10731312,"Ritam Chatterjee #2","2024-01-15 08:57:33",0.12931,1,ritmchat
946,11429662,wupeirou,"2023-12-22 13:30:21",0.12931,3,wupeirou
947,11532316,iosapfv,"2024-01-20 04:26:56",0.12934,6,iosapfv
948,11534625,"Wei Cong Chua","2024-01-25 10:33:01",0.12934,2,chuaweicong
949,11559420,Niyati19,"2024-01-25 15:42:00",0.12934,1,niyati19
950,11559438,rituraj_narain,"2024-01-25 15:47:56",0.12934,1,riturajnarain
951,11444252,"Yashu Singhal","2023-12-29 13:16:33",0.12939,5,yashusinghal
952,11454943,CarlosGutierrez_UGR_IN,"2024-01-07 18:09:16",0.12940,8,carlosguti01
953,10740420,"PO-YEN CHU","2024-01-12 03:49:46",0.12942,10,poyenchu
954,10736989,"Andrey Romanov","2023-12-08 15:33:24",0.12944,1,drullok
955,10152104,miyu.k1aras@gmail.com,"2023-12-06 04:24:55",0.12947,4,miyuk1arasgmailcom
956,10529306,Gohoho,"2024-01-23 13:53:55",0.12956,1,gohoho
957,11425517,"GaryLin letsgo","2023-12-22 03:49:46",0.12956,3,garylinletsgo
958,11470623,SophieTwi,"2024-01-04 09:52:55",0.12959,1,sophietwi
959,11416215,PabloGarciaFernandez_UGR_IN,"2024-01-07 11:23:25",0.12960,16,pablogarciafernandez
960,7460779,dudekm,"2023-12-30 16:50:29",0.12963,1,dudekm
961,11411131,iming0727,"2023-12-18 16:16:20",0.12964,2,iming0727
962,11391894,"marrow tseng","2023-12-13 18:32:11",0.12964,1,marrowtseng
963,11392731,itoyoshi,"2023-12-27 00:04:26",0.12964,1,itoyoshi
964,11542501,Yawononva,"2024-01-22 07:50:24",0.12967,1,yawononva
965,11221025,"Nishigandha Tayade","2023-12-03 05:39:03",0.12973,2,nishigandhatayade
966,10102737,MichaelKhm,"2024-01-15 12:24:39",0.12976,7,michaelkhm
967,11317945,dachshundsideeye,"2023-11-29 04:18:01",0.12977,4,dachshundsideeye
968,11266031,sharjade,"2023-11-29 04:19:32",0.12977,18,sharjade
969,11050800,Piplyang,"2023-12-06 12:18:19",0.12977,9,piplyang
970,11293191,Big_Hammer_zz,"2023-11-28 04:39:15",0.12978,5,bighammerzz
971,11436735,A.Pavlov1371,"2023-12-25 03:48:00",0.12978,1,apavlov1371
972,11287268,"Christian Edgar","2023-11-29 02:11:02",0.12979,5,christianedgar
973,11067327,"DEEPANRAJ S 21ADR010","2023-12-29 17:51:53",0.12979,5,deepanrajs21adr010
974,11322893,"Maia Dox","2023-12-07 06:10:49",0.12980,20,maiadox
975,11233868,"Sarvesh Keluskar","2023-12-02 06:11:19",0.12981,16,sarveshkeluskar
976,11534937,"Eren Unal","2024-01-24 15:29:54",0.12982,6,erenunal1
977,11463040,mason1111111,"2024-01-04 07:16:13",0.12983,7,mason1111111
978,11260341,"Giulia Cos","2023-11-27 16:30:21",0.12983,13,giuliacos
979,11333806,osoyo46,"2023-12-02 09:30:19",0.12984,1,osoyo46
980,11287287,"AJ Padgett","2023-11-28 19:12:36",0.12985,10,ajpadgett
981,11429474,"Pushkar maurya","2023-12-25 16:40:15",0.12985,7,pushkarmaurya20
982,11429457,BTMM,"2023-12-26 08:27:07",0.12985,12,"bhanuteella,medinimaurya"
983,11276284,"Alex Scherle","2023-11-28 01:33:03",0.12985,9,alexscherle
984,11305952,"Shelby Hayes","2023-11-28 01:28:22",0.12985,13,shelbyhayes
985,11251667,"Lukas Boandl","2023-11-27 20:57:18",0.12986,6,lukasboandl
986,1524697,grelade,"2024-01-22 07:37:43",0.12989,4,grelade
987,11241773,"Jan Jove","2023-12-11 10:50:53",0.12990,6,janjove
988,11148201,CodingVegebirds,"2023-12-02 02:38:36",0.12990,3,codingvegebirds
989,11306161,"Arpan Goyal","2023-11-27 05:58:42",0.12993,3,arpangoyal
990,11457910,AtsukiKawai,"2024-01-01 08:19:34",0.12993,2,atsukikawai
991,11381650,ustc1236548216,"2023-12-13 12:32:37",0.12999,11,ustc1236548216
992,11311272,"Nelson Ke","2023-12-31 11:55:36",0.13002,2,nelsonke
993,11293512,"Mathieu Seris","2023-12-16 17:25:00",0.13005,6,mathieuseris
994,11385190,"Brady Tang","2023-12-12 10:17:43",0.13007,2,bradytg
995,11137144,"William #9","2023-12-07 20:46:34",0.13007,1,kooriku
996,11448246,"Miri Mi","2024-01-15 12:33:26",0.13008,1,mirimi
997,11225329,"Dheeraj Yata","2023-12-04 10:32:27",0.13011,17,dheerajyata
998,11310051,"Pradyumna Vinayak","2023-11-27 19:38:35",0.13011,1,pradyumnavinayak
999,11360035,"Corentin Rosa","2023-12-07 17:40:23",0.13011,1,corentinrosa
1000,11319960,"Colin Pietri","2023-12-16 16:57:11",0.13016,10,colinpietri
1001,11362799,Alexis.MAS,"2023-12-15 10:36:25",0.13016,11,alexismas
1002,11319943,"Anna Bordachar","2023-12-16 17:03:16",0.13016,14,annabordachar
1003,11396454,PAULO956387,"2023-12-14 18:30:58",0.13016,3,paulo956387
1004,11335026,"Jaeho Jung","2023-12-02 15:48:53",0.13017,1,j4ehojung
1005,11337496,kimboram123,"2023-12-10 09:08:39",0.13017,6,kimboram123
1006,11369508,"SY #2","2023-12-08 17:54:12",0.13017,1,jisuyeong
1007,11516147,"Anouchka Dierckx","2024-01-22 16:30:51",0.13019,9,anouchkadierckx
1008,11388088,"Hamachi Lovin","2023-12-20 10:36:22",0.13022,2,fukamiayuki
1009,11399954,"Elizaveta Prishlyak","2023-12-25 12:17:03",0.13026,3,elizavetaprishlyak
1010,11441301,"Marc de la Barrera","2023-12-28 19:21:21",0.13027,2,marcdelabarrera
1011,11017189,"Balazs Hoffmann","2023-12-27 17:20:58",0.13029,2,balazshoffmann7
1012,8136894,"Bakos Bence","2023-12-28 10:18:35",0.13029,1,bakosbence237
1013,9608450,"Liang Zhang #2","2023-12-03 18:32:07",0.13031,1,lianghuizhang
1014,7977864,"jinrun hu","2024-01-13 11:04:33",0.13033,17,jinrunhu
1015,11393511,"Andreas Bisiadis","2024-01-02 14:18:33",0.13038,15,andreasbis
1016,11493142,buoioiry,"2024-01-10 06:02:42",0.13038,1,buoioiry
1017,11350307,northtime,"2023-12-07 09:57:17",0.13039,3,northtime
1018,11305951,cmercedess32,"2023-11-27 17:55:16",0.13039,4,cmercedess32
1019,11384513,ARxyxy,"2023-12-12 08:41:37",0.13040,4,arxyxy
1020,10990168,usernamePrateek,"2023-11-26 17:03:41",0.13040,3,usernameprateek
1021,11400979,"Daniel Bondi","2023-12-24 02:58:12",0.13040,9,danielbondi16
1022,11278854,mkrzyzan,"2023-11-30 11:10:36",0.13040,14,mkrzyzan
1023,11325667,learning_boson,"2023-11-30 16:58:18",0.13042,3,learningboson
1024,11363905,"Danodya Supun","2023-12-10 13:05:17",0.13043,2,danodyasupun
1025,11493913,CKoech,"2024-01-12 12:12:56",0.13045,1,ckoech
1026,11404291,"eric range","2024-01-12 03:00:16",0.13048,37,ericrange
1027,11388510,tstakeda,"2024-01-16 14:55:43",0.13051,4,tstakeda
1028,11380333,SanthoshMLEnginner,"2023-12-11 10:28:11",0.13052,5,santhoshmlenginner
1029,11260956,"Josep #2","2023-12-07 12:55:35",0.13062,1,joseprs421
1030,6670929,"Mr Kukushenok","2024-01-12 11:58:33",0.13063,2,mrkukushenok
1031,11404246,"Vishnupriya Garige","2024-01-18 23:12:30",0.13066,55,vishnupriyagarige
1032,11447592,BOMMISRILEKKHAA,"2024-01-04 15:09:37",0.13066,1,bommisrilekkhaa
1033,11475380,Bommisri,"2024-01-05 14:58:03",0.13066,9,bommisri
1034,11474580,wwj#2023110200,"2024-01-06 04:12:16",0.13066,1,wwj2023110200
1035,11380228,"Y. Teshima","2023-12-31 12:35:59",0.13067,2,yteshima
1036,11255494,"Madi Brazeal","2023-11-27 17:34:38",0.13070,10,madibrazeal
1037,11390664,"wilfried sridykhan","2024-01-12 11:05:12",0.13071,2,wilfriedsridykhan
1038,10948932,"Jamie Welsh","2024-01-21 16:42:47",0.13077,1,jamiewelsh2
1039,11324279,"DAWR Final Project","2023-12-03 22:23:55",0.13078,2,"kshitijaji,satyamapandey"
1040,4596660,GAVINLIU,"2024-01-15 06:21:04",0.13079,2,taiwangk
1041,11502621,cguinel,"2024-01-13 10:08:21",0.13084,8,cguinel
1042,11319965,"albert bg","2023-12-17 10:54:01",0.13085,23,"juliushayter,nil0zdnlnj,psalmon2"
1043,11300102,"Seda Dülger","2023-12-01 13:38:27",0.13085,1,sedadlger
1044,11082589,"Ya-Lun Sung","2024-01-09 21:16:36",0.13085,6,ylsung
1045,11377967,alieeemil,"2023-12-25 09:57:55",0.13086,13,alieeemil
1046,11415613,qredaq,"2023-12-19 15:13:58",0.13087,1,qredaq
1047,11296869,"Vladislav #9","2023-11-26 18:07:36",0.13093,1,pavlovvladv13
1048,11378314,tomohaski,"2023-12-22 06:01:02",0.13093,3,tomohaski
1049,11436783,CetiAlphaFive,"2023-12-25 02:44:30",0.13093,1,jackrametta
1050,1320927,"Muhammad Murtadha Ramadhan","2024-01-23 21:11:24",0.13100,3,murtadhamr
1051,11317150,kennynguyen03,"2023-11-29 05:51:13",0.13100,8,kennynguyen03
1052,10982870,d3v0,"2023-12-27 22:45:04",0.13103,3,corneliuskarel
1053,11447126,"junki koie","2024-01-08 02:30:46",0.13104,1,junkikoie
1054,7000510,"Rakeen Akiel","2024-01-08 01:38:31",0.13104,2,rakeenakiel
1055,11395030,InmaculadaGarcia_UGR_IN,"2024-01-07 16:30:30",0.13104,24,inmaculadagarciam
1056,1132304,ThrawNeX,"2024-01-23 20:54:43",0.13105,2,thrawnex
1057,11276267,WestonWild,"2023-11-29 02:26:09",0.13106,10,westonwild
1058,11474483,"Ryohei Shiraki","2024-01-06 19:13:35",0.13107,1,ryoheishiraki
1059,11365576,bal-skhrimi1,"2023-12-15 20:04:24",0.13107,15,skhrimi1
1060,11333483,SaintZ1015,"2023-12-03 08:36:42",0.13112,3,saintz1015
1061,11310557,"Tomas Barros","2023-11-27 19:20:07",0.13113,1,tomaspbarros
1062,11465499,megumi.109,"2024-01-25 05:14:46",0.13116,54,megumih
1063,11374566,COOLERO,"2023-12-10 12:20:07",0.13117,4,coolero
1064,11387571,PiGenesis75,"2023-12-24 12:35:57",0.13119,39,pigenesis75
1065,11067341,"VENKAT PRABU P 21ALR051","2023-12-30 04:57:49",0.13121,6,venkatprabup21alr051
1066,11067306,"ASHOK P 21ALR009","2023-12-30 06:22:59",0.13121,1,ashokp21alr009
1067,11387299,chaechae0801,"2023-12-13 05:01:47",0.13122,1,chae0801
1068,11546236,jueluojun,"2024-01-24 03:19:32",0.13122,1,jueluojun
1069,9332361,"Fabian #7","2024-01-10 06:06:48",0.13122,2,fabianperi
1070,11526528,Ms3eX5hf,"2024-01-25 13:31:29",0.13122,6,ms3ex5hf
1071,11355870,"qinghao han","2023-12-07 10:12:12",0.13128,6,qinghaohan
1072,11458235,QiaoQin001,"2024-01-04 03:55:58",0.13134,1,qiaoqin001
1073,11424710,sakoser,"2023-12-22 09:26:23",0.13136,1,sakoser
1074,11414803,sasha360,"2023-12-20 02:37:38",0.13137,4,sasha360
1075,11305712,"Ham Jewel","2023-11-30 04:41:14",0.13139,7,hamjewel
1076,11459014,ChiaTai,"2024-01-12 01:48:32",0.13140,1,chiatai
1077,11305243,Justindang15,"2023-11-28 21:56:34",0.13143,8,justindang15
1078,11316523,"Moritz Baumann","2023-12-05 11:39:30",0.13143,2,moritzbaumann
1079,11526083,"marina #2","2024-01-25 17:24:57",0.13145,1,mmpons
1080,11482341,ALEXEYLEVCHENKO2,"2024-01-07 16:37:47",0.13145,1,alexeylevchenko2
1081,11287255,"Michael Amico","2023-11-29 04:22:56",0.13146,8,michaelamico
1082,11521037,berkmrcan,"2024-01-18 09:11:01",0.13146,3,berkmrcan
1083,10876385,"Vatsalya Krishan Maurya","2023-12-01 18:34:47",0.13150,2,vatsalyakrish
